anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller
BAKUMATSU,https://www.crunchyroll.com/bakumatsu,https://img1.ak.crunchyroll.com/i/spire3/3c1de9ef7345de025c51ba20cfee30341542241298_full.jpg,24,12,28,2.33,5,3,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Coto's Clinic,https://www.crunchyroll.com/dr-cotos-clinic,https://img1.ak.crunchyroll.com/i/spire2/5f455a54d4eeed2d6b38fdce978495e91433192043_full.jpg,0,11,55,5.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detective vs Detectives,https://www.crunchyroll.com/detective-vs-detectives,https://img1.ak.crunchyroll.com/i/spire1/c4487de9413914e08bf08c8016e89dee1437090431_full.jpg,0,11,55,5.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samurai Troopers,https://www.crunchyroll.com/samurai-troopers,https://img1.ak.crunchyroll.com/i/spire1/fd96acbcfeee61b1d14c46137889f7181482374034_full.jpg,0,11,54,4.91,0,0,0,1,10,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Gundam Build Fighters,https://www.crunchyroll.com/gundam-build-fighters,https://img1.ak.crunchyroll.com/i/spire2/47362ca7ea9b03c780103068bb30864b1490213743_full.jpg,50,11,54,4.91,0,0,0,1,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cromartie High School,https://www.crunchyroll.com/cromartie-high-school,https://img1.ak.crunchyroll.com/i/spire1/567d9d5078422e91c1c2e0eb1bec28dd1499982805_full.jpg,0,11,52,4.73,0,0,1,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oda Cinnamon Nobunaga,https://www.crunchyroll.com/oda-cinnamon-nobunaga,https://img1.ak.crunchyroll.com/i/spire3/55ba27bee6e6e81cc5165c7f99a5858e1578587860_full.jpg,11,11,51,4.64,0,0,2,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile Fighter G Gundam,https://www.crunchyroll.com/mobile-fighter-g-gundam,https://img1.ak.crunchyroll.com/i/spire4/9603d1d63886a4446e86860e0a304b271489008660_full.jpg,49,11,49,4.45,0,0,2,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magia Record: Puella Magi Madoka Magica Side Story,https://www.crunchyroll.com/magia-record-puella-magi-madoka-magica-side-story,https://img1.ak.crunchyroll.com/i/spire2/82643347ae12c3c80c8bec22fc5ce0511578705556_full.jpg,10,11,49,4.45,0,1,1,1,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Starmyu,https://www.crunchyroll.com/starmyu,https://img1.ak.crunchyroll.com/i/spire3/dd98d8806b2de8ec89f75f21f65863ed1491256671_full.jpg,24,11,48,4.36,1,0,0,3,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ROOM CAMP,https://www.crunchyroll.com/room-camp,https://img1.ak.crunchyroll.com/i/spire4/2744897b39bed49f06fce0ccddd76ab61577931713_full.jpg,11,11,47,4.27,0,2,0,2,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Akagi (Drama),https://www.crunchyroll.com/akagi-drama,https://img1.ak.crunchyroll.com/i/spire4/c4a8a1fa13cfa6de257b624a40e248421437188761_full.jpg,10,11,47,4.27,0,2,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KING OF PRISM -Shiny Seven Stars-,https://www.crunchyroll.com/king-of-prism-shiny-seven-stars-,https://img1.ak.crunchyroll.com/i/spire3/64f33fa4db13a8bd798f87ea90bc187e1555304044_full.jpg,12,11,46,4.18,2,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Robot Girls Z,https://www.crunchyroll.com/robot-girls-z,https://img1.ak.crunchyroll.com/i/spire3/337c0c4ddbc360b2dd4edc3b826189af1432160529_full.jpg,9,11,46,4.18,1,0,2,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piacevole,https://www.crunchyroll.com/piacevole,https://img1.ak.crunchyroll.com/i/spire4/5e6137d212f3f7c80b51ecdfc480c6741484082868_full.jpg,12,11,45,4.09,0,0,1,8,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Our Home's Fox Deity,https://www.crunchyroll.com/our-homes-fox-deity,https://img1.ak.crunchyroll.com/i/spire1/0651678557dda311d257711108f4011d1359753911_full.jpg,0,11,45,4.09,0,0,2,6,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ClassicaLoid,https://www.crunchyroll.com/classicaloid,https://img1.ak.crunchyroll.com/i/spire4/c269554bf4323fe75285e795c57e060a1475826088_full.jpg,25,11,43,3.91,1,1,2,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magical Somera-chan,https://www.crunchyroll.com/magical-somera-chan,https://img1.ak.crunchyroll.com/i/spire3/b866c2c6b15f76040b4685f3d03c4e971534192775_full.jpg,12,11,41,3.73,0,2,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NINJA SLAYER FROM ANIMATION,https://www.crunchyroll.com/ninja-slayer-from-animation,https://img1.ak.crunchyroll.com/i/spire4/81bc8bda2e589889a7764bccc3de98ea1429152945_full.jpg,0,11,40,3.64,3,0,0,3,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DEMIAN,https://www.crunchyroll.com/demian,https://img1.ak.crunchyroll.com/i/spire1/beb038207ac4d92814fce129e66f30431347493971_full.jpg,0,11,39,3.55,1,2,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PES: Peace Eco Smile,https://www.crunchyroll.com/pes-peace-eco-smile,https://img1.ak.crunchyroll.com/i/spire2/b042f50ea0f0fc79ba8595a2bff6137b1341252556_full.jpg,0,11,33,3.0,3,2,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWOCAR,https://www.crunchyroll.com/twocar,https://img1.ak.crunchyroll.com/i/spire1/90d16f1748906289cb4ff6b72565f2731507942341_full.jpg,12,11,28,2.55,4,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wonder Momo,https://www.crunchyroll.com/wonder-momo,https://img1.ak.crunchyroll.com/i/spire3/afc892b4d9467953e5ed6318342908eb1391496006_full.jpg,5,11,25,2.27,3,4,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call to Cosplay,https://www.crunchyroll.com/call-to-cosplay,https://img1.ak.crunchyroll.com/i/spire1/85be42bff563308a8ace9c4ba04e33391424998316_full.jpg,0,11,22,2.0,6,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Talk on Titan,https://www.crunchyroll.com/a-talk-on-titan,https://img1.ak.crunchyroll.com/i/spire2/e28548008241fd45210c9f91aca9ff9a1533331723_full.jpg,0,11,18,1.64,9,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Rent Tsukumogami,https://www.crunchyroll.com/we-rent-tsukumogami,https://img1.ak.crunchyroll.com/i/spire4/8ea28471581ba584ff58478289ab7da41532130537_full.jpg,12,10,50,5.0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Why Did You Come to Japan?,https://www.crunchyroll.com/why-did-you-come-to-japan,https://img1.ak.crunchyroll.com/i/spire2/3b165f987db6707344d46f17e1ee4f6b1545453213_full.jpg,0,10,50,5.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flame of Recca,https://www.crunchyroll.com/flame-of-recca,https://img1.ak.crunchyroll.com/i/spire1/5f5c21cf320f33d1f3b744d5fedf9fe01454970355_full.jpg,0,10,50,5.0,0,0,0,0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Book Girl,https://www.crunchyroll.com/book-girl,https://img1.ak.crunchyroll.com/i/spire4/b82dd5e91eab13e4e84b0e4f29a7f0f31401836783_full.jpg,1,10,49,4.9,0,0,0,1,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard To Say I Love You,https://www.crunchyroll.com/hard-to-say-i-love-you,https://img1.ak.crunchyroll.com/i/spire2/88bd3d7c2bc1772957ed42832320e4c41414107803_full.jpg,0,10,47,4.7,0,0,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Nine,https://www.crunchyroll.com/princess-nine,https://img1.ak.crunchyroll.com/i/spire3/01841c72255e626d806229593deab6c11451346445_full.jpg,0,10,46,4.6,0,1,0,1,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bludgeoning Angel Dokuro-chan,https://www.crunchyroll.com/bludgeoning-angel-dokuro-chan,https://img1.ak.crunchyroll.com/i/spire1/521e75fbff85f531097ea32ee0f792e31558455005_full.jpg,0,10,46,4.6,1,0,0,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full Metal Panic? Fumoffu,https://www.crunchyroll.com/full-metal-panic-fumoffu,https://img1.ak.crunchyroll.com/i/spire2/6767d172823d0b2508feef97da066f561508463937_full.jpg,0,10,46,4.6,0,0,1,2,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jin Roh,https://www.crunchyroll.com/jin-roh,https://img1.ak.crunchyroll.com/i/spire2/314ddfd64d713ccd66a72f74543c65d81448937298_full.jpg,0,10,45,4.5,0,1,0,2,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hina Logic - from Luck & Logic,https://www.crunchyroll.com/hina-logic-from-luck-logic,https://img1.ak.crunchyroll.com/i/spire3/7be2331224b533070ad5afb5e89c2d521498254688_full.jpg,12,10,43,4.3,0,0,2,3,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da Capo III,https://www.crunchyroll.com/da-capo-iii,https://img1.ak.crunchyroll.com/i/spire3/36977e781ac4b09317621b8b4984b6431357336262_full.jpg,13,10,43,4.3,0,0,2,3,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRAGON COLLECTION,https://www.crunchyroll.com/dragon-collection,https://img1.ak.crunchyroll.com/i/spire3/715cacb6ef95464af34eb52be8ea28f31396811596_full.jpg,0,10,40,4.0,1,1,1,1,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANISAVA,https://www.crunchyroll.com/anisava,https://img1.ak.crunchyroll.com/i/spire2/a134a3fc3acdcc487ae6c2770fd715861410310763_full.jpg,0,10,40,4.0,1,0,1,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Minami Kamakura High School Girls Cycling Club,https://www.crunchyroll.com/minami-kamakura-high-school-girls-cycling-club,https://img1.ak.crunchyroll.com/i/spire4/642b043fc0e0fecd7f301ce0725bc0971483178985_full.jpg,13,10,40,4.0,1,0,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Ebiten,https://www.crunchyroll.com/ebiten,https://img1.ak.crunchyroll.com/i/spire3/daad9a54c269658d9641b833b675b40c1350075089_full.jpg,0,10,36,3.6,2,0,2,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zombie Loan,https://www.crunchyroll.com/zombie-loan,https://img1.ak.crunchyroll.com/i/spire1/0850beb0468aa5fd1eb3d857a0c757641450749335_full.jpg,0,10,35,3.5,0,1,4,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A Taste of Honey,https://www.crunchyroll.com/a-taste-of-honey,https://img1.ak.crunchyroll.com/i/spire1/e5c9c94582aa5e7da1f8b2eb280831601417459216_full.jpg,0,10,33,3.3,3,1,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inuyasha,https://www.crunchyroll.com/inuyasha,https://img1.ak.crunchyroll.com/i/spire2/0a111c02b8ec030ff6ae9943782484601576043538_full.jpg,0,9,45,5.0,0,0,0,0,9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samurai Pizza Cats,https://www.crunchyroll.com/samurai-pizza-cats,https://img1.ak.crunchyroll.com/i/spire4/11a76bac0946064a5aaf97942381bf2a1450988950_full.jpg,0,9,44,4.89,0,0,0,1,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wild Mom,https://www.crunchyroll.com/wild-mom,https://img1.ak.crunchyroll.com/i/spire3/b3c19dbbcd5422bbcbe1d24c9a4bb6df1433194570_full.jpg,0,9,44,4.89,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galileo,https://www.crunchyroll.com/galileo,https://img1.ak.crunchyroll.com/i/spire2/35cd48cd72c817a7b6d386adebde42ed1406838029_full.jpg,0,9,43,4.78,0,0,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digimon Universe App Monsters,https://www.crunchyroll.com/digimon-universe-app-monsters,https://img1.ak.crunchyroll.com/i/spire2/ba814f4d03f4889fc80818119b116b211570840201_full.jpg,52,9,42,4.67,0,0,1,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Always the Two of Us,https://www.crunchyroll.com/always-the-two-of-us,https://img1.ak.crunchyroll.com/i/spire1/cab98bf8719773801529793175fa02a51417459198_full.jpg,0,9,40,4.44,0,0,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Looking Up at the Half-Moon,https://www.crunchyroll.com/looking-up-at-the-half-moon,https://img1.ak.crunchyroll.com/i/spire1/c0e6bae5712199314801ffa78302823c1474405872_full.jpg,0,9,40,4.44,1,0,0,1,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ordinary Miracles,https://www.crunchyroll.com/ordinary-miracles,https://img1.ak.crunchyroll.com/i/spire2/779474fd9fc0cf1d59797fc3a68a36741427227717_full.jpg,0,9,39,4.33,1,0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shonen Ashibe GO! GO! Goma-chan,https://www.crunchyroll.com/shonen-ashibe-go-go-goma-chan,https://img1.ak.crunchyroll.com/i/spire4/c0763707da2f4aeae8ce78642a6248bd1532553588_full.jpg,120,9,39,4.33,0,0,2,2,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chrono Crusade,https://www.crunchyroll.com/chrono-crusade,https://img1.ak.crunchyroll.com/i/spire3/d2ee96cf6cb36b452343bedcc216a8621529098728_full.jpg,0,9,38,4.22,0,0,1,5,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shamanic Princess,https://www.crunchyroll.com/shamanic-princess,https://img1.ak.crunchyroll.com/i/spire3/8f08b696dab5067e71ef1e3948fb58631382124974_full.jpg,0,9,33,3.67,0,2,2,2,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimension High School,https://www.crunchyroll.com/dimension-high-school,https://img1.ak.crunchyroll.com/i/spire2/71eeb4b45b0ad12b409162322d4291771548973453_full.jpg,12,9,30,3.33,2,0,2,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Million Arthur,https://www.crunchyroll.com/million-arthur,https://img1.ak.crunchyroll.com/i/spire3/81b58cbd75f2d2501f1f8af0202bacaf1555594918_full.jpg,0,9,27,3.0,1,4,1,0,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ikemen Sengoku: Bromances Across Time,https://www.crunchyroll.com/ikemen-sengoku-bromances-across-time,https://img1.ak.crunchyroll.com/i/spire4/f0b2bc2e56d907f52c15e7ac5ead7c551499857083_full.jpg,12,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gakuen Alice,https://www.crunchyroll.com/gakuen-alice,https://img1.ak.crunchyroll.com/i/spire3/6930616e551edeb6b2e5ed84f393ec401487113107_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ghostwriter,https://www.crunchyroll.com/ghostwriter,https://img1.ak.crunchyroll.com/i/spire3/52c53764067f56df594793b3b24ca14c1438222793_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martian Successor Nadesico,https://www.crunchyroll.com/martian-successor-nadesico,https://img1.ak.crunchyroll.com/i/spire4/97a20ba0c347e1b9f16ff4b205bf54a21511794165_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PriPri Chi-chan!!,https://www.crunchyroll.com/pripri-chi-chan,https://img1.ak.crunchyroll.com/i/spire3/997cd2a0098ae8c69f927c4d9ddb9fc31492206312_full.jpg,0,8,40,5.0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ultraman Geed,https://www.crunchyroll.com/ultraman-geed,https://img1.ak.crunchyroll.com/i/spire2/a5cba103977a415dfb3140a5e2cc73471499459585_full.jpg,26,8,39,4.88,0,0,0,1,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
